epoch,accuracy,learning_rate,loss,top5,val_accuracy,val_loss,val_top5
0,0.010050049982964993,0.0010000000474974513,8.65349006652832,0.0473807156085968,0.009009009227156639,4.7385430335998535,0.048048049211502075
