source_label,query_used,fdcId,description,dataType,calories,protein,fat,carbohydrates,normalized_description
apple_pie,apple pie,2084465,APPLE PIE,Branded,300.0,33.3,8.33,41.7,apple pie
apple_pie,apple pie,1916963,APPLE PIE,Branded,276.0,3.25,8.13,46.3,apple pie
apple_pie,apple pie,2288447,APPLE PIE,Branded,354.0,1.77,15.0,54.0,apple pie
apple_pie,apple pie,2063662,APPLE PIE,Branded,211.0,1.32,11.0,29.1,apple pie
apple_pie,apple pie,2063720,APPLE PIE,Branded,254.0,2.31,12.3,33.1,apple pie
apple_pie,apple pie,467606,APPLE PIE,Branded,252.0,2.44,10.6,35.8,apple pie
apple_pie,apple pie,1959758,APPLE PIE,Branded,276.0,1.63,13.8,35.0,apple pie
apple_pie,apple pie,2078202,APPLE PIE,Branded,292.0,2.5,15.8,35.8,apple pie
apple_pie,apple pie,2145730,APPLE PIE,Branded,118.0,0.0,0.0,29.4,apple pie
apple_pie,apple pie,2542570,APPLE PIE,Branded,293.0,2.59,17.2,31.9,apple pie
apple_pie,apple pie,2540703,APPLE PIE,Branded,331.0,2.94,17.6,40.4,apple pie
apple_pie,apple pie,1923862,APPLE PIE,Branded,448.0,6.9,24.1,58.6,apple pie
apple_pie,apple pie,2069008,APPLE PIE,Branded,258.0,1.52,13.6,34.1,apple pie
apple_pie,apple pie,1905140,APPLE PIE,Branded,246.0,1.69,11.9,38.1,apple pie
apple_pie,apple pie,2075282,APPLE PIE,Branded,230.0,1.35,7.43,38.5,apple pie
baby_back_ribs,baby back ribs,1457876,BABY BACK RIBS,Branded,170.0,18.8,9.82,0.0,baby back ribs
baby_back_ribs,baby back ribs,2075506,BABY BACK RIBS,Branded,229.0,14.3,14.3,10.7,baby back ribs
baby_back_ribs,baby back ribs,2020992,BABY BACK RIBS,Branded,186.0,16.4,10.0,7.86,baby back ribs
baby_back_ribs,baby back ribs,2099488,BABY BACK RIBS,Branded,236.0,10.7,16.4,10.7,baby back ribs
baby_back_ribs,baby back ribs,2134922,"BABY BACK RIBS POTATO CHIPS, BABY BACK RIBS",Branded,536.0,7.14,32.1,57.1,baby back ribs potato chips baby back ribs
baby_back_ribs,baby back ribs,2369978,"BABY BACK RIBS POTATO SKINS, BABY BACK RIBS",Branded,493.0,3.52,28.2,56.3,baby back ribs potato skins baby back ribs
baby_back_ribs,baby back ribs,2387413,"BABY BACK RIB FLAVORED POTATO CHIPS, BABY BACK RIB",Branded,536.0,7.14,32.1,53.6,baby back rib flavored potato chips baby back rib
baby_back_ribs,baby back ribs,2386889,"BABY BACK RIB FLAVORED POTATO CHIPS, BABY BACK RIB",Branded,536.0,7.14,32.1,53.6,baby back rib flavored potato chips baby back rib
baby_back_ribs,baby back ribs,2370172,"BABY BACK RIBS POTATO SKINS SNACKS, BABY BACK RIBS",Branded,493.0,3.52,28.2,52.8,baby back ribs potato skins snacks baby back ribs
baby_back_ribs,baby back ribs,2534184,"BABY BACK RIBS RIPPLED POTATO CHIPS, BABY BACK RIBS",Branded,536.0,7.14,32.1,53.6,baby back ribs rippled potato chips baby back ribs
baby_back_ribs,baby back ribs,2620031,"BABY BACK RIBS WAVY POTATO CHIPS, BABY BACK RIBS",Branded,536.0,7.14,32.1,53.6,baby back ribs wavy potato chips baby back ribs
baby_back_ribs,baby back ribs,1895801,BABY BACK PORK RIBS,Branded,207.0,13.6,9.29,16.4,baby back pork ribs
baby_back_ribs,baby back ribs,1943306,BABY BACK PORK RIBS,Branded,171.0,10.0,8.57,14.3,baby back pork ribs
baby_back_ribs,baby back ribs,1924760,BABY BACK PORK RIBS,Branded,221.0,12.9,9.29,26.4,baby back pork ribs
baby_back_ribs,baby back ribs,2579616,BABY BACK RIB SAUCE,Branded,117.0,0.0,0.0,26.7,baby back rib sauce
baklava,baklava,2708044,Baklava,Survey (FNDDS),440.0,6.58,29.34,37.55,baklava
baklava,baklava,2218273,BAKLAVA,Branded,514.0,5.41,40.5,37.8,baklava
baklava,baklava,2069838,BAKLAVA,Branded,535.0,6.98,39.5,37.2,baklava
baklava,baklava,2367745,BAKLAVA,Branded,500.0,7.89,26.3,55.3,baklava
baklava,baklava,1913228,BAKLAVA,Branded,440.0,4.0,24.0,48.0,baklava
baklava,baklava,1901247,BAKLAVA,Branded,496.0,4.29,32.1,14.3,baklava
baklava,baklava,2028624,BAKLAVA,Branded,411.0,7.14,12.5,66.1,baklava
baklava,baklava,1890786,BAKLAVA,Branded,395.0,4.65,18.6,51.2,baklava
baklava,baklava,1890787,BAKLAVA,Branded,395.0,4.65,18.6,51.2,baklava
baklava,baklava,2119215,BAKLAVA,Branded,422.0,6.67,22.2,46.7,baklava
baklava,baklava,718306,BAKLAVA,Branded,404.0,6.38,21.3,48.9,baklava
baklava,baklava,1913227,BAKLAVA,Branded,440.0,4.0,24.0,48.0,baklava
baklava,baklava,2150422,BAKLAVA,Branded,419.0,6.98,20.9,53.5,baklava
baklava,baklava,1948040,BAKLAVA,Branded,413.0,4.35,21.7,47.8,baklava
baklava,baklava,1913138,ASSORTED BAKLAVA,Branded,385.0,5.13,18.0,51.3,assorted baklava
beef_carpaccio,beef carpaccio,2612998,TRUFFLE CARPACCIO,Branded,600.0,5.0,65.0,10.0,truffle carpaccio
beef_carpaccio,beef carpaccio,2438370,SUMMER TRUFFLE CARPACCIO,Branded,91.0,,8.42,3.42,summer truffle carpaccio
beef_carpaccio,beef carpaccio,2396653,"CARPACCIO STYLE PLANT-BASED DELI SLICES, CARPACCIO STYLE",Branded,221.0,29.2,8.33,8.33,carpaccio style plant based deli slices carpaccio style
beef_carpaccio,beef carpaccio,2398122,"VEGGIE CARPACCIO PLANT-BASED DELI SLICES, VEGGIE CARPACCIO",Branded,229.0,28.6,7.14,7.14,veggie carpaccio plant based deli slices veggie carpaccio
beef_carpaccio,beef carpaccio,2706371,Beef burgundy,Survey (FNDDS),148.0,18.48,6.0,4.19,beef burgundy
beef_carpaccio,beef carpaccio,170602,"Beef, cured, corned beef, canned",SR Legacy,250.0,27.1,14.9,0.0,beef cured corned beef canned
beef_carpaccio,beef carpaccio,2706592,"Stew, beef",Survey (FNDDS),107.0,8.76,5.07,6.29,stew beef
beef_carpaccio,beef carpaccio,2705854,"Beef, ground",Survey (FNDDS),261.0,25.55,16.82,0.0,beef ground
beef_carpaccio,beef carpaccio,170200,"Beef, cured, corned beef, brisket, cooked",SR Legacy,251.0,18.2,19.0,0.47,beef cured corned beef brisket cooked
beef_carpaccio,beef carpaccio,170199,"Beef, cured, corned beef, brisket, raw",SR Legacy,198.0,14.7,14.9,0.14,beef cured corned beef brisket raw
beef_carpaccio,beef carpaccio,2705851,"Beef, brisket",Survey (FNDDS),231.0,29.41,12.04,0.0,beef brisket
beef_carpaccio,beef carpaccio,2705822,"Beef, NFS",Survey (FNDDS),231.0,27.13,13.04,0.0,beef nfs
beef_carpaccio,beef carpaccio,2705843,"Beef, oxtails",Survey (FNDDS),257.0,25.9,16.46,0.0,beef oxtails
beef_carpaccio,beef carpaccio,2705847,"Beef, roast",Survey (FNDDS),206.0,29.08,9.72,0.0,beef roast
beef_carpaccio,beef carpaccio,2705845,"Beef, shortribs",Survey (FNDDS),253.0,18.2,14.1,12.13,beef shortribs
beef_carpaccio,thinly sliced raw beef appetizer,170600,"Beef, sandwich steaks, flaked, chopped, formed and thinly sliced, raw",SR Legacy,309.0,16.5,27.0,0.0,beef sandwich steaks flaked chopped formed and thinly sliced raw
beef_carpaccio,thinly sliced raw beef appetizer,2660667,THINLY SLICED BEEF,Branded,179.0,14.3,12.9,1.43,thinly sliced beef
beef_carpaccio,thinly sliced raw beef appetizer,2628088,THINLY SLICED BEEF BRISKET,Branded,221.0,10.0,12.1,19.3,thinly sliced beef brisket
beef_carpaccio,thinly sliced raw beef appetizer,2157953,THINLY SLICED BEEF BRISKET,Branded,221.0,10.0,12.1,19.3,thinly sliced beef brisket
beef_carpaccio,thinly sliced raw beef appetizer,2607230,THINLY SLICED BEEF STEAK,Branded,188.0,19.6,10.7,0.89,thinly sliced beef steak
beef_carpaccio,thinly sliced raw beef appetizer,2126144,THINLY SLICED SIRLOIN BEEF,Branded,245.0,18.4,18.4,0.0,thinly sliced sirloin beef
beef_carpaccio,thinly sliced raw beef appetizer,2705853,"Beef, ground, raw",Survey (FNDDS),213.0,18.44,14.88,0.0,beef ground raw
beef_carpaccio,thinly sliced raw beef appetizer,170199,"Beef, cured, corned beef, brisket, raw",SR Legacy,198.0,14.7,14.9,0.14,beef cured corned beef brisket raw
beef_carpaccio,thinly sliced raw beef appetizer,2727573,"Beef, tenderloin steak, raw",Foundation,,21.1,6.46,0.18,beef tenderloin steak raw
beef_carpaccio,thinly sliced raw beef appetizer,2074536,"BEEF SEASONED & THINLY SLICED STEAK, BEEF",Branded,129.0,17.6,4.71,2.35,beef seasoned thinly sliced steak beef
beef_carpaccio,thinly sliced raw beef appetizer,577296,THINLY SLICED SHAVED BEEF STEAK,Branded,161.0,19.6,8.93,0.0,thinly sliced shaved beef steak
beef_carpaccio,thinly sliced raw beef appetizer,173086,"Beef, New Zealand, imported, manufacturing beef, raw",SR Legacy,119.0,21.2,3.68,0.23,beef new zealand imported manufacturing beef raw
beef_carpaccio,thinly sliced raw beef appetizer,174575,"Pepperoni, beef and pork, sliced",SR Legacy,504.0,19.2,46.3,1.18,pepperoni beef and pork sliced
beef_carpaccio,thinly sliced raw beef appetizer,168608,"Beef, grass-fed, ground, raw",SR Legacy,828.0,19.4,12.7,0.0,beef grass fed ground raw
beef_carpaccio,thinly sliced raw beef appetizer,2727574,"Beef, top sirloin steak, raw",Foundation,,22.0,5.71,0.218,beef top sirloin steak raw
beef_tartare,beef tartare,2706394,Steak tartare,Survey (FNDDS),216.0,17.45,15.6,0.34,steak tartare
beef_tartare,beef tartare,2710173,Tartar sauce,Survey (FNDDS),211.0,1.0,16.7,13.3,tartar sauce
beef_tartare,beef tartare,175041,"Leavening agents, cream of tartar",SR Legacy,1080.0,0.0,0.0,61.5,leavening agents cream of tartar
beef_tartare,beef tartare,171826,"Sauce, tartar, ready-to-serve",SR Legacy,211.0,1.0,16.7,13.3,sauce tartar ready to serve
beef_tartare,beef tartare,170296,"Fast foods, fish sandwich, with tartar sauce",SR Legacy,257.0,10.3,12.4,26.7,fast foods fish sandwich with tartar sauce
beef_tartare,beef tartare,170297,"Fast foods, fish sandwich, with tartar sauce and cheese",SR Legacy,1170.0,11.3,14.6,26.4,fast foods fish sandwich with tartar sauce and cheese
beef_tartare,beef tartare,173314,"McDONALD'S, FILET-O-FISH (without tartar sauce)",SR Legacy,1020.0,12.5,7.62,31.1,mcdonald s filet o fish without tartar sauce
beef_tartare,beef tartare,2706371,Beef burgundy,Survey (FNDDS),148.0,18.48,6.0,4.19,beef burgundy
beef_tartare,beef tartare,170602,"Beef, cured, corned beef, canned",SR Legacy,250.0,27.1,14.9,0.0,beef cured corned beef canned
beef_tartare,beef tartare,2706592,"Stew, beef",Survey (FNDDS),107.0,8.76,5.07,6.29,stew beef
beef_tartare,beef tartare,2705854,"Beef, ground",Survey (FNDDS),261.0,25.55,16.82,0.0,beef ground
beef_tartare,beef tartare,170200,"Beef, cured, corned beef, brisket, cooked",SR Legacy,251.0,18.2,19.0,0.47,beef cured corned beef brisket cooked
beef_tartare,beef tartare,170199,"Beef, cured, corned beef, brisket, raw",SR Legacy,198.0,14.7,14.9,0.14,beef cured corned beef brisket raw
beef_tartare,beef tartare,2705851,"Beef, brisket",Survey (FNDDS),231.0,29.41,12.04,0.0,beef brisket
beef_tartare,beef tartare,2705822,"Beef, NFS",Survey (FNDDS),231.0,27.13,13.04,0.0,beef nfs
beef_tartare,steak tartare,2706394,Steak tartare,Survey (FNDDS),216.0,17.45,15.6,0.34,steak tartare
beef_tartare,steak tartare,2710173,Tartar sauce,Survey (FNDDS),211.0,1.0,16.7,13.3,tartar sauce
beef_tartare,steak tartare,175041,"Leavening agents, cream of tartar",SR Legacy,1080.0,0.0,0.0,61.5,leavening agents cream of tartar
beef_tartare,steak tartare,171826,"Sauce, tartar, ready-to-serve",SR Legacy,211.0,1.0,16.7,13.3,sauce tartar ready to serve
beef_tartare,steak tartare,170296,"Fast foods, fish sandwich, with tartar sauce",SR Legacy,257.0,10.3,12.4,26.7,fast foods fish sandwich with tartar sauce
beef_tartare,steak tartare,170297,"Fast foods, fish sandwich, with tartar sauce and cheese",SR Legacy,1170.0,11.3,14.6,26.4,fast foods fish sandwich with tartar sauce and cheese
beef_tartare,steak tartare,173314,"McDONALD'S, FILET-O-FISH (without tartar sauce)",SR Legacy,1020.0,12.5,7.62,31.1,mcdonald s filet o fish without tartar sauce
beef_tartare,steak tartare,2706747,Pepper steak,Survey (FNDDS),145.0,11.88,9.12,4.34,pepper steak
beef_tartare,steak tartare,2709752,Steak sauce,Survey (FNDDS),95.0,1.25,0.23,22.04,steak sauce
beef_tartare,steak tartare,2706387,Steak teriyaki,Survey (FNDDS),198.0,28.86,8.25,1.94,steak teriyaki
beef_tartare,steak tartare,2706732,Swiss steak,Survey (FNDDS),115.0,15.48,4.42,3.67,swiss steak
beef_tartare,steak tartare,2705914,"Venison, steak",Survey (FNDDS),149.0,29.96,2.36,0.0,venison steak
beef_tartare,steak tartare,2706380,Salisbury steak with gravy,Survey (FNDDS),149.0,6.98,10.47,6.78,salisbury steak with gravy
beef_tartare,steak tartare,2705852,"Beef, sandwich steak",Survey (FNDDS),326.0,18.26,27.59,0.0,beef sandwich steak
beef_tartare,steak tartare,2705825,"Beef, steak, chuck",Survey (FNDDS),225.0,25.97,13.43,0.21,beef steak chuck
beet_salad,beet salad,1922885,BEET SALAD,Branded,93.0,1.32,5.29,11.0,beet salad
beet_salad,beet salad,2710071,"Beets, pickled",Survey (FNDDS),65.0,0.8,0.08,16.28,beets pickled
beet_salad,beet salad,2709682,Beet juice,Survey (FNDDS),25.0,0.72,0.06,5.91,beet juice
beet_salad,beet salad,2685576,"Beets, raw",Foundation,,1.69,0.302,8.79,beets raw
beet_salad,beet salad,2709770,"Beets, raw",Survey (FNDDS),43.0,1.61,0.17,9.56,beets raw
beet_salad,beet salad,169145,"Beets, raw",SR Legacy,43.0,1.61,0.17,9.56,beets raw
beet_salad,beet salad,2710126,Baby Toddler beets,Survey (FNDDS),34.0,1.3,0.1,7.7,baby toddler beets
beet_salad,beet salad,2709571,"Beet greens, cooked",Survey (FNDDS),48.0,2.3,2.87,4.51,beet greens cooked
beet_salad,beet salad,2709570,"Beet greens, raw",Survey (FNDDS),22.0,2.2,0.13,4.33,beet greens raw
beet_salad,beet salad,170375,"Beet greens, raw",SR Legacy,22.0,2.2,0.13,4.33,beet greens raw
beet_salad,beet salad,173505,"Babyfood, vegetables, beets, strained",SR Legacy,34.0,1.3,0.1,7.7,babyfood vegetables beets strained
beet_salad,beet salad,169966,"Beets, canned, drained solids",SR Legacy,31.0,0.91,0.14,7.21,beets canned drained solids
beet_salad,beet salad,169146,"Beets, cooked, boiled, drained",SR Legacy,44.0,1.68,0.18,9.96,beets cooked boiled drained
beet_salad,beet salad,2709874,"Beets, NS as to form, cooked",Survey (FNDDS),53.0,0.89,2.69,7.0,beets ns as to form cooked
beet_salad,beet salad,2710195,"Salad dressing, NFS, for salads",Survey (FNDDS),430.0,1.32,44.54,5.9,salad dressing nfs for salads
beignets,beignets,2708071,Beignet,Survey (FNDDS),417.0,5.46,20.18,53.69,beignet
beignets,beignets,2553070,"BEIGNET MIX, BEIGNET",Branded,375.0,12.5,0.0,75.0,beignet mix beignet
beignets,beignets,2289557,"BEIGNET MIX , FRENCH DOUGHNUTS",Branded,375.0,12.5,0.0,75.0,beignet mix french doughnuts
beignets,beignets,1913013,CHOCOLATE HAZELNUT FILLED BEIGNET DONUTS,Branded,388.0,7.2,22.0,40.0,chocolate hazelnut filled beignet donuts
beignets,beignets,2320752,"MINI APPLE FLAVORED BEIGNETS, MINI APPLE",Branded,400.0,6.0,20.0,48.0,mini apple flavored beignets mini apple
beignets,beignets,2278814,"CHOCOLATE HAZELNUT MINI BEIGNETS, CHOCOLATE HAZELNUT",Branded,240.0,8.0,28.0,44.0,chocolate hazelnut mini beignets chocolate hazelnut
beignets,beignets,2091860,"ICE CREAM, CAFE AU LAIT & BEIGNETS",Branded,271.0,3.53,16.5,28.2,ice cream cafe au lait beignets
beignets,beignets,2144887,"MIXED BERRIES MINI BEIGNETS WITH MELTY MIDDLE, MIXED BERRIES, MELTY MIDDLE",Branded,360.0,8.0,20.0,40.0,mixed berries mini beignets with melty middle mixed berries melty middle
beignets,beignets,2299560,"MINI MIXED BERRY PILLOWY SWEET DOUGH WITH A MIXED BERRY FILLING BEIGNETS, MINI MIXED BERRY",Branded,420.0,6.0,22.0,46.0,mini mixed berry pillowy sweet dough with a mixed berry filling beignets mini mixed berry
beignets,french beignets,2708071,Beignet,Survey (FNDDS),417.0,5.46,20.18,53.69,beignet
beignets,french beignets,2289557,"BEIGNET MIX , FRENCH DOUGHNUTS",Branded,375.0,12.5,0.0,75.0,beignet mix french doughnuts
beignets,french beignets,2553070,"BEIGNET MIX, BEIGNET",Branded,375.0,12.5,0.0,75.0,beignet mix beignet
beignets,french beignets,172795,"Rolls, french",SR Legacy,277.0,8.6,4.3,50.2,rolls french
beignets,french beignets,2710201,French or Catalina dressing,Survey (FNDDS),419.0,0.87,39.07,18.79,french or catalina dressing
beignets,french beignets,169009,"APPLEBEE'S, french fries",SR Legacy,1210.0,3.31,13.2,39.5,applebee s french fries
beignets,french beignets,2707610,"Bread, French or Vienna",Survey (FNDDS),272.0,10.75,2.42,51.88,bread french or vienna
beignets,french beignets,167672,"DENNY'S, french fries",SR Legacy,282.0,3.41,14.1,35.2,denny s french fries
beignets,french beignets,2706957,French dip sandwich,Survey (FNDDS),184.0,13.23,3.47,24.47,french dip sandwich
beignets,french beignets,2708338,French toast sticks,Survey (FNDDS),278.0,7.52,9.18,40.62,french toast sticks
beignets,french beignets,2708332,"French toast, frozen",Survey (FNDDS),183.0,7.24,3.82,29.89,french toast frozen
beignets,french beignets,2708331,"French toast, NFS",Survey (FNDDS),273.0,10.36,11.38,32.34,french toast nfs
beignets,french beignets,2708335,"French toast, plain",Survey (FNDDS),273.0,10.36,11.38,32.34,french toast plain
beignets,french beignets,2708334,"French toast, school",Survey (FNDDS),162.0,9.15,3.8,22.65,french toast school
beignets,french beignets,170721,"McDONALD'S, french fries",SR Legacy,323.0,3.41,15.5,42.6,mcdonald s french fries
beignets,fried dough pastry french,2707653,"Bread, dough, fried",Survey (FNDDS),384.0,9.36,18.84,44.97,bread dough fried
beignets,fried dough pastry french,2708051,"Pastry, cookie type, fried",Survey (FNDDS),397.0,5.97,25.7,35.48,pastry cookie type fried
beignets,fried dough pastry french,169009,"APPLEBEE'S, french fries",SR Legacy,1210.0,3.31,13.2,39.5,applebee s french fries
beignets,fried dough pastry french,167672,"DENNY'S, french fries",SR Legacy,282.0,3.41,14.1,35.2,denny s french fries
beignets,fried dough pastry french,170721,"McDONALD'S, french fries",SR Legacy,323.0,3.41,15.5,42.6,mcdonald s french fries
beignets,fried dough pastry french,170726,"WENDY'S, french fries",SR Legacy,301.0,3.73,14.1,39.7,wendy s french fries
beignets,fried dough pastry french,2709458,"Potato, french fries, from fresh, fried",Survey (FNDDS),198.0,1.93,13.1,18.5,potato french fries from fresh fried
beignets,fried dough pastry french,2709463,"Potato, french fries, from frozen, fried",Survey (FNDDS),225.0,2.5,14.07,23.23,potato french fries from frozen fried
beignets,fried dough pastry french,2709469,"Potato, french fries, with cheese",Survey (FNDDS),260.0,3.33,14.22,29.76,potato french fries with cheese
beignets,fried dough pastry french,2709471,"Potato, french fries, with chili",Survey (FNDDS),241.0,5.2,10.78,30.79,potato french fries with chili
beignets,fried dough pastry french,2708056,"Pastry, mainly flour and water, fried",Survey (FNDDS),434.0,7.75,18.11,59.25,pastry mainly flour and water fried
beignets,fried dough pastry french,170327,"BURGER KING, french fries",SR Legacy,1170.0,3.23,12.5,38.7,burger king french fries
beignets,fried dough pastry french,2709456,"Potato, french fries, NFS",Survey (FNDDS),225.0,2.5,14.07,23.23,potato french fries nfs
beignets,fried dough pastry french,2709462,"Potato, french fries, restaurant",Survey (FNDDS),289.0,3.49,14.04,37.2,potato french fries restaurant
beignets,fried dough pastry french,2709464,"Potato, french fries, school",Survey (FNDDS),166.0,2.02,9.16,19.34,potato french fries school
bibimbap,bibimbap,2708950,"Bibimbap, Korean",Survey (FNDDS),76.0,5.5,2.44,8.11,bibimbap korean
bibimbap,bibimbap,2161341,"BIBIMBAP SPICY KOREAN GOCHUJANG SAUCE, BIBIMBAP",Branded,147.0,2.94,0.0,29.4,bibimbap spicy korean gochujang sauce bibimbap
bibimbap,bibimbap,2316070,"FRIED RICE, BIBIMBAP BEEF",Branded,170.0,5.45,4.17,28.2,fried rice bibimbap beef
bibimbap,bibimbap,2464637,"BIBIMBAP WITH QUICK-PICKLED CARROTS, SESAME SAUCE & JASMINE RICE STARTER KIT, BIBIMBAP",Branded,154.0,9.19,5.56,16.0,bibimbap with quick pickled carrots sesame sauce jasmine rice starter kit bibimbap
bibimbap,bibimbap,2035041,"ASSI, HOT PEPPER PASTE FOR BIBIMBAP",Branded,130.0,2.67,1.33,26.7,assi hot pepper paste for bibimbap
bibimbap,bibimbap,2154887,"BEEF BIBIMBAP WITH QUICK-PICKLED CARROTS, SESAME SAUCE, AND JASMINE RICE MEAL KIT, BEEF BIBIMBAP",Branded,158.0,8.12,6.73,16.0,beef bibimbap with quick pickled carrots sesame sauce and jasmine rice meal kit beef bibimbap
bibimbap,bibimbap,2369497,"KOREAN INSPIRED VEGETABLE BIBIMBAP WITH SHIITAKE MUSHROOMS, YELLOW SQUASH & SPINACH IN A TRADITIONAL GOCHUJANG SAUCE WITH TOASTED SESAME SEEDS, KOREAN INSPIRED",Branded,119.0,4.1,4.1,16.8,korean inspired vegetable bibimbap with shiitake mushrooms yellow squash spinach in a traditional gochujang sauce with toasted sesame seeds korean inspired
bibimbap,bibimbap,2473395,"THINLY SLICED KOREAN BEEF AND FRIED EGG RICE BOWLS WITH BOK CHOY, CARROTS, AND RADISHES DRIZZLED WITH KOREAN SWEET SAUCE AND GARNISHED WITH SESAME SEEDS MEAL KIT, BIBIMBAP",Branded,166.0,12.1,3.68,20.3,thinly sliced korean beef and fried egg rice bowls with bok choy carrots and radishes drizzled with korean sweet sauce and garnished with sesame seeds meal kit bibimbap
bibimbap,korean rice bowl,2708561,"Burrito bowl, chicken, with rice",Survey (FNDDS),155.0,12.46,5.0,14.21,burrito bowl chicken with rice
bibimbap,korean rice bowl,2708557,"Burrito bowl, beef or pork, with rice",Survey (FNDDS),181.0,11.92,8.05,14.21,burrito bowl beef or pork with rice
bibimbap,korean rice bowl,2708563,"Burrito bowl, chicken, with beans and rice",Survey (FNDDS),145.0,13.03,5.44,10.58,burrito bowl chicken with beans and rice
bibimbap,korean rice bowl,2708559,"Burrito bowl, beef or pork, with beans and rice",Survey (FNDDS),171.0,12.49,8.48,10.58,burrito bowl beef or pork with beans and rice
bibimbap,korean rice bowl,2708950,"Bibimbap, Korean",Survey (FNDDS),76.0,5.5,2.44,8.11,bibimbap korean
bibimbap,korean rice bowl,2708957,"Dukboki or Tteokbokki, Korean",Survey (FNDDS),131.0,4.11,4.05,19.61,dukboki or tteokbokki korean
bibimbap,korean rice bowl,2710228,Korean dressing or marinade,Survey (FNDDS),348.0,3.17,31.41,12.66,korean dressing or marinade
bibimbap,korean rice bowl,2167323,"KOREAN RICE CAKE, KOREAN RICE",Branded,237.0,5.0,1.0,52.0,korean rice cake korean rice
bibimbap,korean rice bowl,2708564,"Burrito bowl, with beans",Survey (FNDDS),129.0,8.04,3.42,17.3,burrito bowl with beans
bibimbap,korean rice bowl,2544225,"KOREAN STYLE CHILI ORGANIC RICE & QUINOA BOWL, KOREAN STYLE CHILI",Branded,161.0,3.92,3.53,27.8,korean style chili organic rice quinoa bowl korean style chili
bibimbap,korean rice bowl,2708560,"Burrito bowl, chicken",Survey (FNDDS),161.0,21.04,8.11,0.27,burrito bowl chicken
bibimbap,korean rice bowl,2708555,"Burrito bowl, NFS",Survey (FNDDS),145.0,13.03,5.44,10.58,burrito bowl nfs
bibimbap,korean rice bowl,2709154,Ramen bowl with beef,Survey (FNDDS),137.0,6.81,5.19,15.4,ramen bowl with beef
bibimbap,korean rice bowl,2709155,Ramen bowl with chicken,Survey (FNDDS),126.0,7.04,3.86,15.4,ramen bowl with chicken
bibimbap,korean rice bowl,2709156,Ramen bowl with fish,Survey (FNDDS),112.0,5.78,2.87,15.4,ramen bowl with fish
bibimbap,korean mixed rice bowl with vegetables and egg,2709158,Ramen bowl with meat and egg,Survey (FNDDS),127.0,7.13,4.57,13.95,ramen bowl with meat and egg
bibimbap,korean mixed rice bowl with vegetables and egg,2709159,"Ramen bowl, vegetarian with egg",Survey (FNDDS),112.0,4.85,3.99,14.11,ramen bowl vegetarian with egg
bibimbap,korean mixed rice bowl with vegetables and egg,2708561,"Burrito bowl, chicken, with rice",Survey (FNDDS),155.0,12.46,5.0,14.21,burrito bowl chicken with rice
bibimbap,korean mixed rice bowl with vegetables and egg,2710068,Vegetable curry with rice,Survey (FNDDS),103.0,2.03,3.27,16.48,vegetable curry with rice
bibimbap,korean mixed rice bowl with vegetables and egg,2708557,"Burrito bowl, beef or pork, with rice",Survey (FNDDS),181.0,11.92,8.05,14.21,burrito bowl beef or pork with rice
bibimbap,korean mixed rice bowl with vegetables and egg,2708563,"Burrito bowl, chicken, with beans and rice",Survey (FNDDS),145.0,13.03,5.44,10.58,burrito bowl chicken with beans and rice
bibimbap,korean mixed rice bowl with vegetables and egg,2710135,"Toddler meal, rice and vegetables",Survey (FNDDS),83.0,4.02,1.4,13.43,toddler meal rice and vegetables
bibimbap,korean mixed rice bowl with vegetables and egg,2708950,"Bibimbap, Korean",Survey (FNDDS),76.0,5.5,2.44,8.11,bibimbap korean
bibimbap,korean mixed rice bowl with vegetables and egg,2708559,"Burrito bowl, beef or pork, with beans and rice",Survey (FNDDS),171.0,12.49,8.48,10.58,burrito bowl beef or pork with beans and rice
bibimbap,korean mixed rice bowl with vegetables and egg,172105,"Egg rolls, vegetable, frozen, prepared",SR Legacy,894.0,5.95,6.97,31.8,egg rolls vegetable frozen prepared
bibimbap,korean mixed rice bowl with vegetables and egg,172283,"Babyfood, vegetables, mix vegetables junior",SR Legacy,36.0,1.4,0.4,8.2,babyfood vegetables mix vegetables junior
bibimbap,korean mixed rice bowl with vegetables and egg,173515,"Babyfood, vegetables, mix vegetables strained",SR Legacy,36.0,1.0,0.5,8.25,babyfood vegetables mix vegetables strained
bibimbap,korean mixed rice bowl with vegetables and egg,2709810,Mixed vegetable juice,Survey (FNDDS),28.0,0.72,0.16,6.3,mixed vegetable juice
bibimbap,korean mixed rice bowl with vegetables and egg,2707233,"Egg omelet or scrambled egg, with dark-green vegetables, no added fat",Survey (FNDDS),129.0,11.14,8.71,1.42,egg omelet or scrambled egg with dark green vegetables no added fat
bibimbap,korean mixed rice bowl with vegetables and egg,2707234,"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat",Survey (FNDDS),166.0,10.52,13.23,1.35,egg omelet or scrambled egg with dark green vegetables ns as to fat
bread_pudding,bread pudding,2381798,BREAD PUDDING,Branded,222.0,4.04,4.55,42.4,bread pudding
bread_pudding,bread pudding,2067578,BREAD PUDDING,Branded,307.0,4.42,12.4,43.4,bread pudding
bread_pudding,bread pudding,2452031,BREAD PUDDING,Branded,402.0,3.54,23.9,46.0,bread pudding
bread_pudding,bread pudding,2278028,BREAD PUDDING,Branded,154.0,5.73,5.29,21.2,bread pudding
bread_pudding,bread pudding,1982588,BREAD PUDDING,Branded,232.0,5.05,6.06,38.4,bread pudding
