source_label,query_used,fdcId,description,dataType,calories,protein,fat,carbohydrates,normalized_description
chocolate_mousse,chocolate mousse,2314305,"CHOCOLATE MOUSSE, CHOCOLATE",Branded,440.0,2.67,25.3,46.7,chocolate mousse chocolate
chocolate_mousse,chocolate mousse,2679851,"CHOCOLATE MOUSSE, CHOCOLATE",Branded,594.0,6.25,37.5,53.1,chocolate mousse chocolate
churros,churros,2708070,Churros,Survey (FNDDS),419.0,6.05,22.21,48.87,churros
churros,churros,2580402,CHURROS,Branded,339.0,4.84,12.9,51.6,churros
churros,churros,2133138,"CHURRO MUFFINS, CHURRO",Branded,383.0,2.13,14.9,59.6,churro muffins churro
churros,churros,2132322,"CHURRO MUFFINS, CHURRO",Branded,383.0,2.13,14.9,59.6,churro muffins churro
churros,churros,2630530,"CHURRO PUFF, CHURRO",Branded,350.0,42.5,6.25,35.0,churro puff churro
churros,churros,2543500,"CHURRO DONUT BITES, CHURRO",Branded,517.0,5.0,33.3,48.3,churro donut bites churro
churros,churros,2456639,"CHURRO KETTLE CORN, CHURRO",Branded,500.0,7.14,25.0,60.7,churro kettle corn churro
churros,churros,2155232,"CHURRO PROTEIN BAR, CHURRO",Branded,422.0,22.2,20.0,42.2,churro protein bar churro
churros,churros,2609170,"CHURRO PROTEIN BARS, CHURRO",Branded,422.0,24.4,20.0,42.2,churro protein bars churro
churros,churros,2592474,"CHURRO TRAIL MIX, CHURRO",Branded,567.0,13.3,36.7,46.7,churro trail mix churro
churros,churros,2050219,"FLAVORED POPCORN, CHURRO, CHURRO",Branded,600.0,6.67,46.7,46.7,flavored popcorn churro churro
churros,churros,2590212,"CHURRO CRISP WAFERS IN CHURRO FLAVORED CREME, CHURRO",Branded,524.0,4.76,28.6,64.3,churro crisp wafers in churro flavored creme churro
churros,churros,1965191,"CHURRO CHURRO CINNAMON ICE CREAM WITH CRUNCHY CINNAMON SUGAR SWIRL, CHURRO CHURRO",Branded,293.0,3.66,18.3,29.3,churro churro cinnamon ice cream with crunchy cinnamon sugar swirl churro churro
churros,churros,2590174,"CHURRO CRISP WAFERS IN CHURRO FLAVORED CREME BARS, CHURRO",Branded,500.0,3.57,28.6,64.3,churro crisp wafers in churro flavored creme bars churro
churros,churros,2524239,"CHURRO CHEESECAKE SQUARES, CHURRO CHEESECAKE",Branded,312.0,6.25,13.3,43.0,churro cheesecake squares churro cheesecake
clam_chowder,clam chowder,1916483,CLAM CHOWDER,Branded,118.0,3.67,8.57,6.53,clam chowder
clam_chowder,clam chowder,1906844,CLAM CHOWDER,Branded,98.0,3.27,6.53,6.94,clam chowder
clam_chowder,clam chowder,479975,CLAM CHOWDER,Branded,131.0,3.85,9.94,7.05,clam chowder
clam_chowder,clam chowder,2121796,CLAM CHOWDER,Branded,71.0,2.68,3.12,8.48,clam chowder
clam_chowder,clam chowder,2021531,CLAM CHOWDER,Branded,139.0,4.08,10.2,7.76,clam chowder
clam_chowder,clam chowder,2123135,CLAM CHOWDER,Branded,93.0,3.96,4.85,7.93,clam chowder
clam_chowder,clam chowder,2626551,CLAM CHOWDER,Branded,66.0,4.13,1.24,9.92,clam chowder
clam_chowder,clam chowder,1630475,CLAM CHOWDER,Branded,39.0,1.17,0.78,7.0,clam chowder
clam_chowder,clam chowder,1937126,CLAM CHOWDER,Branded,109.0,4.93,7.04,7.39,clam chowder
clam_chowder,clam chowder,484229,CLAM CHOWDER,Branded,131.0,3.85,9.94,7.05,clam chowder
clam_chowder,clam chowder,2095382,CLAM CHOWDER,Branded,116.0,4.56,5.81,11.2,clam chowder
clam_chowder,clam chowder,1902735,CLAM CHOWDER,Branded,82.0,1.63,4.9,8.16,clam chowder
clam_chowder,clam chowder,2707138,"Soup, Manhattan clam chowder",Survey (FNDDS),35.0,2.48,0.51,5.26,soup manhattan clam chowder
clam_chowder,clam chowder,2707139,"Soup, New England clam chowder",Survey (FNDDS),93.0,3.12,4.8,9.25,soup new england clam chowder
clam_chowder,clam chowder,174556,"CAMPBELL'S CHUNKY, New England Clam Chowder",SR Legacy,81.0,2.46,3.85,9.01,campbell s chunky new england clam chowder
club_sandwich,club sandwich,2706995,Club sandwich on wheat,Survey (FNDDS),220.0,15.98,7.65,21.38,club sandwich on wheat
club_sandwich,club sandwich,2706993,Club sandwich on white,Survey (FNDDS),222.0,15.08,7.48,23.09,club sandwich on white
club_sandwich,club sandwich,2706996,"Club sandwich on wheat, with cheese",Survey (FNDDS),239.0,16.58,10.5,19.13,club sandwich on wheat with cheese
club_sandwich,club sandwich,2706994,"Club sandwich on white, with cheese",Survey (FNDDS),241.0,15.81,10.35,20.62,club sandwich on white with cheese
club_sandwich,club sandwich,2706997,"Club sandwich or sub, restaurant",Survey (FNDDS),234.0,15.99,10.55,18.43,club sandwich or sub restaurant
club_sandwich,club sandwich,170753,"Fast foods, crispy chicken, bacon, and tomato club sandwich, with cheese, lettuce, and mayonnaise",SR Legacy,1080.0,15.4,11.8,22.6,fast foods crispy chicken bacon and tomato club sandwich with cheese lettuce and mayonnaise
club_sandwich,club sandwich,170752,"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",SR Legacy,220.0,17.2,8.05,19.9,fast foods grilled chicken bacon and tomato club sandwich with cheese lettuce and mayonnaise
club_sandwich,club sandwich,174842,"Beverages, carbonated, club soda",SR Legacy,0.0,0.0,0.0,0.0,beverages carbonated club soda
club_sandwich,club sandwich,2654137,"TURKEY CLUB SANDWICH, TURKEY CLUB",Branded,178.0,13.2,5.16,21.6,turkey club sandwich turkey club
club_sandwich,club sandwich,2509888,"TURKEY CLUB SANDWICHES, TURKEY CLUB",Branded,129.0,9.27,3.63,16.9,turkey club sandwiches turkey club
club_sandwich,club sandwich,2091795,CLUB STACKER SANDWICH,Branded,217.0,9.71,8.09,23.0,club stacker sandwich
club_sandwich,club sandwich,2166914,PORTLAND CLUB SANDWICH,Branded,198.0,9.71,8.99,20.5,portland club sandwich
club_sandwich,club sandwich,170307,"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",SR Legacy,146.0,10.7,2.42,20.4,subway subway club sub on white bread with lettuce and tomato
club_sandwich,club sandwich,2708171,"Crackers, sandwich",Survey (FNDDS),494.0,11.47,24.54,58.38,crackers sandwich
club_sandwich,club sandwich,2706973,Cuban sandwich,Survey (FNDDS),228.0,15.86,10.69,16.3,cuban sandwich
club_sandwich,layered chicken bacon sandwich,2707337,Bacon biscuit sandwich,Survey (FNDDS),382.0,13.71,23.2,29.26,bacon biscuit sandwich
club_sandwich,layered chicken bacon sandwich,2710256,"Bacon, for use on a sandwich",Survey (FNDDS),494.0,39.36,36.19,2.01,bacon for use on a sandwich
club_sandwich,layered chicken bacon sandwich,2707326,"Egg sandwich on biscuit, with bacon",Survey (FNDDS),309.0,11.88,19.23,21.8,egg sandwich on biscuit with bacon
club_sandwich,layered chicken bacon sandwich,2707330,"Egg sandwich on bagel, with bacon",Survey (FNDDS),268.0,13.71,10.54,29.43,egg sandwich on bagel with bacon
club_sandwich,layered chicken bacon sandwich,2707321,"Egg sandwich on croissant, with bacon",Survey (FNDDS),326.0,13.81,21.34,19.28,egg sandwich on croissant with bacon
club_sandwich,layered chicken bacon sandwich,2707327,"Egg sandwich on biscuit, with bacon and cheese",Survey (FNDDS),315.0,12.98,20.42,19.63,egg sandwich on biscuit with bacon and cheese
club_sandwich,layered chicken bacon sandwich,2706980,"Bacon, lettuce, tomato sandwich on wheat",Survey (FNDDS),229.0,12.02,7.76,27.53,bacon lettuce tomato sandwich on wheat
club_sandwich,layered chicken bacon sandwich,2706979,"Bacon, lettuce, tomato sandwich on white",Survey (FNDDS),231.0,10.89,7.54,29.71,bacon lettuce tomato sandwich on white
club_sandwich,layered chicken bacon sandwich,2707317,"Egg sandwich on English muffin, with bacon",Survey (FNDDS),255.0,14.08,13.72,18.64,egg sandwich on english muffin with bacon
club_sandwich,layered chicken bacon sandwich,2707000,"Chicken fillet sandwich, NFS",Survey (FNDDS),281.0,12.17,13.46,27.48,chicken fillet sandwich nfs
club_sandwich,layered chicken bacon sandwich,170753,"Fast foods, crispy chicken, bacon, and tomato club sandwich, with cheese, lettuce, and mayonnaise",SR Legacy,1080.0,15.4,11.8,22.6,fast foods crispy chicken bacon and tomato club sandwich with cheese lettuce and mayonnaise
club_sandwich,layered chicken bacon sandwich,170752,"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",SR Legacy,220.0,17.2,8.05,19.9,fast foods grilled chicken bacon and tomato club sandwich with cheese lettuce and mayonnaise
club_sandwich,layered chicken bacon sandwich,2706991,Chicken salad sandwich on wheat,Survey (FNDDS),245.0,13.08,13.83,17.06,chicken salad sandwich on wheat
club_sandwich,layered chicken bacon sandwich,2706990,Chicken salad sandwich on white,Survey (FNDDS),246.0,12.42,13.7,18.32,chicken salad sandwich on white
club_sandwich,layered chicken bacon sandwich,2706992,Chicken salad sandwich wrap,Survey (FNDDS),269.0,12.89,16.56,16.99,chicken salad sandwich wrap
crab_cakes,crab cakes,2381781,CRAB CAKES,Branded,239.0,14.2,16.8,7.08,crab cakes
crab_cakes,crab cakes,2504318,CRAB CAKES,Branded,282.0,15.3,21.2,8.24,crab cakes
crab_cakes,crab cakes,2083284,CRAB CAKES,Branded,224.0,14.1,15.3,8.24,crab cakes
crab_cakes,crab cakes,1913486,CRAB CAKES,Branded,212.0,8.24,10.0,9.41,crab cakes
crab_cakes,crab cakes,2090532,CRAB CAKES,Branded,227.0,10.9,12.5,18.8,crab cakes
crab_cakes,crab cakes,2021823,CRAB CAKES,Branded,165.0,11.8,5.88,15.3,crab cakes
crab_cakes,crab cakes,1903082,CRAB CAKES,Branded,211.0,9.86,15.5,9.86,crab cakes
crab_cakes,crab cakes,2090352,CRAB CAKES,Branded,147.0,8.82,5.88,14.7,crab cakes
crab_cakes,crab cakes,2706549,"Crab, cake",Survey (FNDDS),214.0,14.4,14.97,4.48,crab cake
crab_cakes,crab cakes,2707022,Crab cake sandwich,Survey (FNDDS),231.0,12.74,11.18,19.39,crab cake sandwich
crab_cakes,crab cakes,171967,"Crustaceans, crab, blue, crab cakes, home recipe",SR Legacy,155.0,20.2,7.52,0.48,crustaceans crab blue crab cakes home recipe
crab_cakes,crab cakes,2706344,Crab,Survey (FNDDS),83.0,17.88,0.74,0.0,crab
crab_cakes,crab cakes,2706843,Crab salad made with imitation crab,Survey (FNDDS),197.0,4.07,16.28,8.66,crab salad made with imitation crab
crab_cakes,crab cakes,2706824,Crab salad,Survey (FNDDS),188.0,9.4,15.89,1.27,crab salad
crab_cakes,crab cakes,2706345,"Crab, canned",Survey (FNDDS),83.0,17.88,0.74,0.0,crab canned
creme_brulee,creme brulee,2705684,Creme brulee,Survey (FNDDS),113.0,4.06,2.83,17.85,creme brulee
creme_brulee,creme brulee,2510347,CREME BRULEE,Branded,210.0,3.0,13.0,,creme brulee
creme_brulee,creme brulee,1976695,CREME BRULEE,Branded,243.0,3.88,18.4,15.5,creme brulee
creme_brulee,creme brulee,2159376,"CREME BRULEE ALMONDS, CREME BRULEE",Branded,559.0,17.6,38.2,38.2,creme brulee almonds creme brulee
creme_brulee,creme brulee,2159382,"CREME BRULEE ALMONDS, CREME BRULEE",Branded,559.0,17.6,38.2,38.2,creme brulee almonds creme brulee
creme_brulee,creme brulee,2160118,"CREME BRULEE ALMONDS, CREME BRULEE",Branded,571.0,19.0,38.1,38.1,creme brulee almonds creme brulee
creme_brulee,creme brulee,2464743,"CREME BRULEE CHEESECAKE, CREME BRULEE",Branded,354.0,5.31,22.1,35.4,creme brulee cheesecake creme brulee
creme_brulee,creme brulee,1063469,"CREME BRULEE GELATO, CREME BRULEE",Branded,225.0,3.37,7.87,34.8,creme brulee gelato creme brulee
creme_brulee,creme brulee,2606062,"CREME BRULEE, CREME",Branded,341.0,3.17,25.4,23.0,creme brulee creme
creme_brulee,creme brulee,2022083,"CREME BRULEE, CREME",Branded,255.0,3.64,18.2,17.3,creme brulee creme
creme_brulee,creme brulee,2661856,"CREME BRULEE, CREME",Branded,341.0,3.17,24.6,23.8,creme brulee creme
creme_brulee,creme brulee,1976605,"CREME BRULEE, CREME",Branded,245.0,3.64,18.2,15.4,creme brulee creme
creme_brulee,creme brulee,2572705,"CREME BRULEE COFFEE CREAMER, CREME BRULEE",Branded,233.0,0.0,10.0,33.3,creme brulee coffee creamer creme brulee
creme_brulee,creme brulee,2667177,"CREME BRULEE COFFEE CREAMER, CREME BRULEE",Branded,233.0,0.0,10.0,40.0,creme brulee coffee creamer creme brulee
creme_brulee,creme brulee,2636294,"CREME BRULEE SANDWICH COOKIE FILLED WITH A CREME BRULEE FLAVORED FILLING, CREME BRULEE",Branded,528.0,2.78,25.0,72.2,creme brulee sandwich cookie filled with a creme brulee flavored filling creme brulee
croque_madame,croque madame,2439059,"MADAME GOUGOUSSE, INSTANT OATS",Branded,375.0,15.0,7.5,70.0,madame gougousse instant oats
croque_madame,croque madame,2019884,"MADAME GOUGOUSSE, TOTAL SEASONING",Branded,0.0,0.0,0.0,50.0,madame gougousse total seasoning
croque_madame,croque madame,2037313,"MADAME GOUGOUSSE, DRIED PIGEON PEAS",Branded,350.0,20.0,1.25,60.0,madame gougousse dried pigeon peas
croque_madame,croque madame,2174773,"CBD 225 MG FULL SPECTRUM HEMP OIL RAW DARK CHOCOLATE BAR, MADAME, MADAME",Branded,500.0,7.14,50.0,35.7,cbd mg full spectrum hemp oil raw dark chocolate bar madame madame
croque_madame,croque madame,401962,"MADAM PUM, INSTANT RED CURRY WITH COCONUT MILK",Branded,207.0,0.0,20.0,6.67,madam pum instant red curry with coconut milk
croque_madame,croque madame,2597844,FANCY WHITE CRAB MEAT,Branded,71.0,15.0,0.83,0.83,fancy white crab meat
croque_madame,croque madame,1568017,100% AGED BASMATI PARBOILED RICE,Branded,344.0,8.89,0.0,80.0,aged basmati parboiled rice
croque_madame,croque madame,2210128,"BLUE CRAB FLAVORED BOUILLON, BLUE CRAB",Branded,200.0,0.0,0.0,20.0,blue crab flavored bouillon blue crab
croque_madame,croque madame,2442453,"CANE SYRUP, MELAO",Branded,516.0,0.0,0.0,126.0,cane syrup melao
croque_madame,croque madame,2039803,CHICKEN FLAVORED BOUILLON,Branded,200.0,8.0,10.0,0.0,chicken flavored bouillon
croque_madame,croque madame,2058479,CORN FLAKES CEREALES,Branded,406.0,6.25,0.0,87.5,corn flakes cereales
croque_madame,croque madame,2652897,DJON-DJON LIQUID SEASONING,Branded,33.0,0.0,0.0,6.67,djon djon liquid seasoning
croque_madame,croque madame,2039800,FISH FLAVORED BOUILLON,Branded,200.0,8.0,10.0,0.0,fish flavored bouillon
croque_madame,croque madame,2443329,HOT SAUCE,Branded,0.0,0.0,0.0,0.0,hot sauce
croque_madame,croque madame,2083190,HOT SAUCE PIMENT CHO,Branded,0.0,0.0,0.0,0.0,hot sauce piment cho
croque_madame,croque madame sandwich,2708171,"Crackers, sandwich",Survey (FNDDS),494.0,11.47,24.54,58.38,crackers sandwich
croque_madame,croque madame sandwich,2706973,Cuban sandwich,Survey (FNDDS),228.0,15.86,10.69,16.3,cuban sandwich
croque_madame,croque madame sandwich,2707483,Falafel sandwich,Survey (FNDDS),265.0,6.22,14.76,27.04,falafel sandwich
croque_madame,croque madame sandwich,2706962,Gyro sandwich,Survey (FNDDS),184.0,11.24,6.76,18.78,gyro sandwich
croque_madame,croque madame sandwich,2706946,Meatloaf sandwich,Survey (FNDDS),217.0,11.75,6.15,28.73,meatloaf sandwich
croque_madame,croque madame sandwich,2706977,Pork sandwich,Survey (FNDDS),226.0,17.73,5.47,25.45,pork sandwich
croque_madame,croque madame sandwich,2706952,Reuben sandwich,Survey (FNDDS),282.0,10.01,19.43,16.42,reuben sandwich
croque_madame,croque madame sandwich,2710172,Sandwich spread,Survey (FNDDS),389.0,0.9,34.0,22.4,sandwich spread
croque_madame,croque madame sandwich,2706880,"Sandwich, NFS",Survey (FNDDS),287.0,12.75,12.03,33.83,sandwich nfs
croque_madame,croque madame sandwich,2707033,Sardine sandwich,Survey (FNDDS),234.0,17.87,7.96,21.87,sardine sandwich
croque_madame,croque madame sandwich,2707055,Spam sandwich,Survey (FNDDS),266.0,10.03,12.83,27.64,spam sandwich
croque_madame,croque madame sandwich,2707975,"Cookie, vanilla sandwich",Survey (FNDDS),483.0,4.5,20.0,72.1,cookie vanilla sandwich
croque_madame,croque madame sandwich,2710248,"Avocado, for use on a sandwich",Survey (FNDDS),160.0,2.0,14.66,8.53,avocado for use on a sandwich
croque_madame,croque madame sandwich,2705794,"Cheese sandwich, NFS",Survey (FNDDS),297.0,12.46,13.29,31.89,cheese sandwich nfs
croque_madame,croque madame sandwich,2707022,Crab cake sandwich,Survey (FNDDS),231.0,12.74,11.18,19.39,crab cake sandwich
croque_madame,grilled ham and cheese sandwich with fried egg,2707331,"Egg sandwich on bagel, with ham",Survey (FNDDS),238.0,12.55,8.04,28.88,egg sandwich on bagel with ham
croque_madame,grilled ham and cheese sandwich with fried egg,2707322,"Egg sandwich on croissant, with ham",Survey (FNDDS),284.0,12.29,17.76,18.81,egg sandwich on croissant with ham
croque_madame,grilled ham and cheese sandwich with fried egg,2707318,"Egg sandwich on English muffin, with ham",Survey (FNDDS),222.0,12.17,10.74,19.32,egg sandwich on english muffin with ham
croque_madame,grilled ham and cheese sandwich with fried egg,2705801,"Grilled cheese sandwich, NFS",Survey (FNDDS),343.0,11.03,20.78,28.09,grilled cheese sandwich nfs
croque_madame,grilled ham and cheese sandwich with fried egg,2706967,"Ham sandwich on wheat, with cheese",Survey (FNDDS),212.0,14.94,7.62,20.78,ham sandwich on wheat with cheese
croque_madame,grilled ham and cheese sandwich with fried egg,2706965,"Ham sandwich on white, with cheese",Survey (FNDDS),213.0,14.08,7.46,22.43,ham sandwich on white with cheese
croque_madame,grilled ham and cheese sandwich with fried egg,2279002,"GRILLED HAM & CHEESE SANDWICH, GRILLED HAM & CHEESE",Branded,314.0,8.57,18.1,31.4,grilled ham cheese sandwich grilled ham cheese
croque_madame,grilled ham and cheese sandwich with fried egg,2707335,"Egg white sandwich, with cheese",Survey (FNDDS),196.0,11.1,7.45,21.16,egg white sandwich with cheese
croque_madame,grilled ham and cheese sandwich with fried egg,2707090,"Turkey and ham sandwich on white, with cheese",Survey (FNDDS),195.0,14.04,6.83,19.16,turkey and ham sandwich on white with cheese
croque_madame,grilled ham and cheese sandwich with fried egg,2707092,"Turkey and ham sandwich on wheat, with cheese",Survey (FNDDS),194.0,14.76,6.97,17.79,turkey and ham sandwich on wheat with cheese
croque_madame,grilled ham and cheese sandwich with fried egg,2706969,"Ham sandwich or sub, with cheese, restaurant",Survey (FNDDS),210.0,14.59,8.06,19.7,ham sandwich or sub with cheese restaurant
croque_madame,grilled ham and cheese sandwich with fried egg,2705804,"Grilled cheese sandwich, cheddar cheese, on white bread",Survey (FNDDS),368.0,13.38,23.26,26.38,grilled cheese sandwich cheddar cheese on white bread
croque_madame,grilled ham and cheese sandwich with fried egg,2705805,"Grilled cheese sandwich, cheddar cheese, on wheat bread",Survey (FNDDS),366.0,14.4,23.46,24.42,grilled cheese sandwich cheddar cheese on wheat bread
croque_madame,grilled ham and cheese sandwich with fried egg,2705803,"Grilled cheese sandwich, American cheese, on wheat bread",Survey (FNDDS),341.0,12.05,20.98,26.13,grilled cheese sandwich american cheese on wheat bread
croque_madame,grilled ham and cheese sandwich with fried egg,2705802,"Grilled cheese sandwich, American cheese, on white bread",Survey (FNDDS),343.0,11.03,20.78,28.09,grilled cheese sandwich american cheese on white bread
cup_cakes,cup cakes,2029186,CUP CAKES,Branded,356.0,2.22,13.3,60.0,cup cakes
cup_cakes,cup cakes,2707875,"Cake, fruit cake",Survey (FNDDS),324.0,2.9,9.1,61.6,cake fruit cake
cup_cakes,cup cakes,2708165,Popcorn cake,Survey (FNDDS),384.0,9.7,3.1,80.1,popcorn cake
cup_cakes,cup cakes,2707872,"Cake, cream",Survey (FNDDS),286.0,3.84,17.03,30.02,cake cream
cup_cakes,cup cakes,2708162,Rice cake,Survey (FNDDS),392.0,7.1,4.3,81.1,rice cake
cup_cakes,cup cakes,2707409,Bean cake,Survey (FNDDS),414.0,5.8,21.41,49.88,bean cake
cup_cakes,cup cakes,2707882,"Cake, pound",Survey (FNDDS),353.0,5.0,13.96,53.64,cake pound
cup_cakes,cup cakes,2707886,"Cake, sponge",Survey (FNDDS),290.0,5.4,2.7,61.0,cake sponge
cup_cakes,cup cakes,2707888,"Cake, torte",Survey (FNDDS),241.0,3.28,10.36,33.86,cake torte
cup_cakes,cup cakes,2706549,"Crab, cake",Survey (FNDDS),214.0,14.4,14.97,4.48,crab cake
cup_cakes,cup cakes,174943,"Cake, snack cakes, creme-filled, sponge",SR Legacy,1560.0,3.47,11.5,64.0,cake snack cakes creme filled sponge
cup_cakes,cup cakes,2707023,Salmon cake sandwich,Survey (FNDDS),279.0,13.86,15.93,19.37,salmon cake sandwich
cup_cakes,cup cakes,174942,"Cake, snack cakes, creme-filled, chocolate with frosting",SR Legacy,1670.0,3.63,15.9,60.3,cake snack cakes creme filled chocolate with frosting
cup_cakes,cup cakes,174951,"Cookies, fudge, cake-type (includes trolley cakes)",SR Legacy,349.0,5.0,3.7,78.3,cookies fudge cake type includes trolley cakes
cup_cakes,cup cakes,2707889,"Cake, tres leche",Survey (FNDDS),270.0,6.39,8.67,42.0,cake tres leche
deviled_eggs,deviled eggs,2094667,DEVILED EGGS,Branded,286.0,10.7,25.0,0.0,deviled eggs
deviled_eggs,deviled eggs,2707181,"Egg, deviled",Survey (FNDDS),198.0,11.52,15.9,1.07,egg deviled
deviled_eggs,deviled eggs,2179815,"DEVILED EGG POTATO SALAD, DEVILED EGG",Branded,221.0,4.29,15.7,15.7,deviled egg potato salad deviled egg
deviled_eggs,deviled eggs,2306985,"DEVILED EGG POTATO SALAD, DEVILED EGG",Branded,213.0,4.92,15.6,12.3,deviled egg potato salad deviled egg
deviled_eggs,deviled eggs,2180647,"DEVILED EGG POTATO SALAD, DEVILED EGG",Branded,171.0,4.29,10.0,15.7,deviled egg potato salad deviled egg
deviled_eggs,deviled eggs,2621056,"SPECIALTY, DEVILED EGG SALAD, DEVILED EGG",Branded,245.0,10.9,21.8,2.73,specialty deviled egg salad deviled egg
deviled_eggs,deviled eggs,2667904,"DEVILED EGG & POTATO SALAD, DEVILED EGG & POTATO",Branded,174.0,2.78,12.5,13.9,deviled egg potato salad deviled egg potato
deviled_eggs,deviled eggs,2269353,"DEVILED EGG MACARONI SALAD, DEVILED EGG MACARONI",Branded,171.0,5.71,9.29,15.7,deviled egg macaroni salad deviled egg macaroni
deviled_eggs,deviled eggs,2461889,"DEVILED EGG POTATO SALAD, DEVILED EGG POTATO",Branded,164.0,3.57,9.29,17.1,deviled egg potato salad deviled egg potato
deviled_eggs,deviled eggs,2418266,"DEVILED EGG POTATO SALAD, DEVILED EGG POTATO",Branded,243.0,4.29,20.0,12.9,deviled egg potato salad deviled egg potato
deviled_eggs,deviled eggs,2672589,"DEVILED EGG POTATO SALAD, DEVILED EGG POTATO",Branded,168.0,2.4,12.0,12.0,deviled egg potato salad deviled egg potato
deviled_eggs,deviled eggs,2657888,"DEVILED EGG POTATO SALAD, DEVILED EGG POTATO",Branded,171.0,4.29,10.0,15.7,deviled egg potato salad deviled egg potato
deviled_eggs,deviled eggs,2524538,"DEVILED EGG POTATO SALAD, DEVILED EGG POTATO",Branded,164.0,3.57,9.29,17.9,deviled egg potato salad deviled egg potato
deviled_eggs,deviled eggs,2338021,"DEVILED EGG POTATO SALAD, DEVILED EGG POTATO",Branded,164.0,3.57,9.29,17.9,deviled egg potato salad deviled egg potato
deviled_eggs,deviled eggs,2495246,"DEVILED EGG POTATO SALAD, DEVILED EGG POTATO",Branded,164.0,3.57,8.57,17.1,deviled egg potato salad deviled egg potato
donuts,donuts,2055870,DONUTS,Branded,404.0,3.51,17.5,61.4,donuts
donuts,donuts,397182,DONUTS,Branded,400.0,4.44,15.6,64.4,donuts
donuts,donuts,1913014,DONUTS,Branded,396.0,1.89,22.6,47.2,donuts
donuts,donuts,2072135,DONUTS,Branded,474.0,3.51,26.3,54.4,donuts
donuts,donuts,2179244,"DONUT STICKS, DONUT",Branded,449.0,2.56,23.1,57.7,donut sticks donut
donuts,donuts,2077340,"DONUT STICKS, DONUT",Branded,471.0,3.53,25.9,55.3,donut sticks donut
donuts,donuts,2290377,DONUT,Branded,,,,,donut
donuts,donuts,1886132,"GOLDEN DONUT, DONUTS, LEMON, LEMON",Branded,410.0,2.56,24.4,43.6,golden donut donuts lemon lemon
donuts,donuts,2135285,"CHOCOLATE DONUT COOKIE, CHOCOLATE DONUT",Branded,368.0,14.0,12.3,47.4,chocolate donut cookie chocolate donut
donuts,donuts,2631024,"GLAZED DONUT COOKIE, GLAZED DONUT",Branded,455.0,6.06,24.2,54.6,glazed donut cookie glazed donut
donuts,donuts,2538903,"GUMMI DONUTS CANDY, GUMMI DONUTS",Branded,351.0,3.51,0.0,77.2,gummi donuts candy gummi donuts
donuts,donuts,174993,"Doughnuts, cake-type, chocolate, sugared or glazed",SR Legacy,417.0,4.5,19.9,57.4,doughnuts cake type chocolate sugared or glazed
donuts,donuts,174990,"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",SR Legacy,434.0,5.31,24.9,47.1,doughnuts cake type plain includes unsugared old fashioned
donuts,donuts,174991,"Doughnuts, cake-type, plain, chocolate-coated or frosted",SR Legacy,452.0,4.93,25.2,51.3,doughnuts cake type plain chocolate coated or frosted
donuts,donuts,174992,"Doughnuts, cake-type, plain, sugared or glazed",SR Legacy,426.0,5.2,22.9,50.8,doughnuts cake type plain sugared or glazed
dumplings,dumplings,1871606,DUMPLINGS,Branded,145.0,9.21,1.97,23.7,dumplings
dumplings,dumplings,2708344,"Dumpling, no meat",Survey (FNDDS),125.0,3.45,3.37,20.49,dumpling no meat
dumplings,dumplings,2706543,Chicken or turkey with dumplings,Survey (FNDDS),144.0,15.69,5.55,8.04,chicken or turkey with dumplings
dumplings,dumplings,168042,"Stew, dumpling with mutton (Navajo)",SR Legacy,101.0,8.71,3.78,8.03,stew dumpling with mutton navajo
dumplings,dumplings,2708705,"Wonton, dumpling or pot sticker, fried",Survey (FNDDS),192.0,8.76,11.13,14.05,wonton dumpling or pot sticker fried
dumplings,dumplings,2708708,"Wonton, dumpling or pot sticker, steamed",Survey (FNDDS),113.0,6.9,4.6,11.07,wonton dumpling or pot sticker steamed
dumplings,dumplings,169779,"Dumpling, potato- or cheese-filled, frozen",SR Legacy,815.0,5.26,6.14,29.6,dumpling potato or cheese filled frozen
dumplings,dumplings,2708706,"Wonton, dumpling or pot sticker, fried, no meat",Survey (FNDDS),192.0,8.76,11.13,14.05,wonton dumpling or pot sticker fried no meat
dumplings,dumplings,173488,"Babyfood, dinner, vegetables and dumplings and beef, junior",SR Legacy,48.0,2.1,0.8,8.0,babyfood dinner vegetables and dumplings and beef junior
dumplings,dumplings,172256,"Babyfood, dinner, vegetables and dumplings and beef, strained",SR Legacy,48.0,2.0,0.9,7.7,babyfood dinner vegetables and dumplings and beef strained
dumplings,dumplings,2706632,"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Survey (FNDDS),130.0,6.19,6.16,12.85,beef dumplings and vegetables excluding carrots broccoli and dark green leafy gravy
dumplings,dumplings,2706631,"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Survey (FNDDS),127.0,6.15,6.36,11.7,beef dumplings and vegetables including carrots broccoli and or dark green leafy gravy
